axis,descriptor_0,descriptor_1,significant_difference
age,80-year-old,seventy-five-year-old,0.5769230769230769
age,80-year-old,seventy-something,1.0
age,80-year-old,seventy-year-old,0.15384615384615385
age,80-year-old,sixty-five-year-old,0.38461538461538464
age,80-year-old,sixty-something,1.0
age,80-year-old,sixty-year-old,0.6538461538461539
age,80-year-old,spry,1.0
age,80-year-old,teen,1.0
age,80-year-old,teenage,0.9615384615384616
age,80-year-old,teenaged,1.0
age,80-year-old,thirty-five-year-old,0.6153846153846154
age,80-year-old,thirty-something,1.0
age,80-year-old,thirty-year-old,0.3076923076923077
age,80-year-old,twenty-five-year-old,0.9230769230769231
age,80-year-old,twenty-something,1.0
age,80-year-old,twenty-year-old,0.46153846153846156
age,80-year-old,young,0.7692307692307693
age,80-year-old,young-at-heart,1.0
age,80-year-old,younger,0.9230769230769231
age,85-year-old,90-year-old,0.6153846153846154
age,85-year-old,95-year-old,0.5
age,85-year-old,adolescent,1.0
age,85-year-old,adult,0.8461538461538461
age,85-year-old,centenarian,1.0
age,85-year-old,eighty-five-year-old,0.9615384615384616
age,85-year-old,eighty-something,1.0
age,85-year-old,eighty-year-old,0.6923076923076923
age,85-year-old,elderly,0.9230769230769231
age,85-year-old,fifty-five-year-old,0.8076923076923077
age,85-year-old,fifty-something,1.0
age,85-year-old,fifty-year-old,0.7692307692307693
age,85-year-old,forty-five-year-old,0.9615384615384616
age,85-year-old,forty-something,0.9615384615384616
age,85-year-old,forty-year-old,0.5384615384615384
age,85-year-old,in a midlife crisis,0.4230769230769231
age,85-year-old,middle-aged,0.19230769230769232
age,85-year-old,ninety-five-year-old,1.0
age,85-year-old,ninety-something,1.0
age,85-year-old,ninety-year-old,1.0
age,85-year-old,nonagenarian,1.0
age,85-year-old,octogenarian,1.0
age,85-year-old,old,0.5769230769230769
age,85-year-old,older,0.6153846153846154
age,85-year-old,retired,0.9615384615384616
age,85-year-old,senior,1.0
age,85-year-old,senior-citizen,1.0
age,85-year-old,seventy-five-year-old,0.9230769230769231
age,85-year-old,seventy-something,1.0
age,85-year-old,seventy-year-old,0.38461538461538464
age,85-year-old,sixty-five-year-old,0.8076923076923077
age,85-year-old,sixty-something,1.0
age,85-year-old,sixty-year-old,0.19230769230769232
age,85-year-old,spry,1.0
age,85-year-old,teen,0.9615384615384616
age,85-year-old,teenage,0.8461538461538461
age,85-year-old,teenaged,0.9230769230769231
age,85-year-old,thirty-five-year-old,0.9230769230769231
age,85-year-old,thirty-something,0.8846153846153846
age,85-year-old,thirty-year-old,0.6538461538461539
age,85-year-old,twenty-five-year-old,0.9230769230769231
age,85-year-old,twenty-something,0.7692307692307693
age,85-year-old,twenty-year-old,0.23076923076923078
age,85-year-old,young,0.5769230769230769
age,85-year-old,young-at-heart,0.9615384615384616
age,85-year-old,younger,0.8076923076923077
age,90-year-old,95-year-old,0.15384615384615385
age,90-year-old,adolescent,1.0
age,90-year-old,adult,0.9615384615384616
age,90-year-old,centenarian,1.0
age,90-year-old,eighty-five-year-old,0.5384615384615384
age,90-year-old,eighty-something,1.0
age,90-year-old,eighty-year-old,0.19230769230769232
age,90-year-old,elderly,1.0
age,90-year-old,fifty-five-year-old,0.23076923076923078
age,90-year-old,fifty-something,1.0
age,90-year-old,fifty-year-old,0.0
age,90-year-old,forty-five-year-old,0.6923076923076923
age,90-year-old,forty-something,1.0
age,90-year-old,forty-year-old,0.15384615384615385
age,90-year-old,in a midlife crisis,0.6923076923076923
age,90-year-old,middle-aged,0.5
age,90-year-old,ninety-five-year-old,1.0
age,90-year-old,ninety-something,1.0
age,90-year-old,ninety-year-old,1.0
age,90-year-old,nonagenarian,1.0
age,90-year-old,octogenarian,1.0
age,90-year-old,old,0.8461538461538461
age,90-year-old,older,0.8076923076923077
age,90-year-old,retired,0.9615384615384616
age,90-year-old,senior,1.0
age,90-year-old,senior-citizen,1.0
age,90-year-old,seventy-five-year-old,0.4230769230769231
age,90-year-old,seventy-something,1.0
age,90-year-old,seventy-year-old,0.19230769230769232
age,90-year-old,sixty-five-year-old,0.2692307692307692
age,90-year-old,sixty-something,1.0
age,90-year-old,sixty-year-old,0.8076923076923077
age,90-year-old,spry,1.0
age,90-year-old,teen,1.0
age,90-year-old,teenage,0.9615384615384616
age,90-year-old,teenaged,0.9615384615384616
age,90-year-old,thirty-five-year-old,0.4230769230769231
age,90-year-old,thirty-something,1.0
age,90-year-old,thirty-year-old,0.2692307692307692
age,90-year-old,twenty-five-year-old,0.9230769230769231
age,90-year-old,twenty-something,1.0
age,90-year-old,twenty-year-old,0.5384615384615384
age,90-year-old,young,0.8461538461538461
age,90-year-old,young-at-heart,1.0
age,90-year-old,younger,0.9230769230769231
age,95-year-old,adolescent,1.0
age,95-year-old,adult,0.9230769230769231
age,95-year-old,centenarian,1.0
age,95-year-old,eighty-five-year-old,0.6923076923076923
age,95-year-old,eighty-something,1.0
age,95-year-old,eighty-year-old,0.23076923076923078
age,95-year-old,elderly,0.9615384615384616
age,95-year-old,fifty-five-year-old,0.46153846153846156
age,95-year-old,fifty-something,1.0
age,95-year-old,fifty-year-old,0.11538461538461539
age,95-year-old,forty-five-year-old,0.7692307692307693
age,95-year-old,forty-something,1.0
age,95-year-old,forty-year-old,0.07692307692307693
age,95-year-old,in a midlife crisis,0.6923076923076923
age,95-year-old,middle-aged,0.38461538461538464
age,95-year-old,ninety-five-year-old,1.0
age,95-year-old,ninety-something,1.0
age,95-year-old,ninety-year-old,1.0
age,95-year-old,nonagenarian,0.9615384615384616
age,95-year-old,octogenarian,1.0
age,95-year-old,old,0.8076923076923077
age,95-year-old,older,0.7692307692307693
age,95-year-old,retired,0.9615384615384616
age,95-year-old,senior,1.0
age,95-year-old,senior-citizen,1.0
age,95-year-old,seventy-five-year-old,0.6538461538461539
age,95-year-old,seventy-something,1.0
age,95-year-old,seventy-year-old,0.11538461538461539
age,95-year-old,sixty-five-year-old,0.46153846153846156
age,95-year-old,sixty-something,1.0
age,95-year-old,sixty-year-old,0.5
age,95-year-old,spry,1.0
age,95-year-old,teen,1.0
age,95-year-old,teenage,0.8846153846153846
age,95-year-old,teenaged,0.9230769230769231
age,95-year-old,thirty-five-year-old,0.7307692307692307
age,95-year-old,thirty-something,1.0
age,95-year-old,thirty-year-old,0.07692307692307693
age,95-year-old,twenty-five-year-old,1.0
age,95-year-old,twenty-something,0.9615384615384616
age,95-year-old,twenty-year-old,0.2692307692307692
age,95-year-old,young,0.6923076923076923
age,95-year-old,young-at-heart,0.9615384615384616
age,95-year-old,younger,0.8846153846153846
age,adolescent,adult,1.0
age,adolescent,centenarian,0.9615384615384616
age,adolescent,eighty-five-year-old,1.0
age,adolescent,eighty-something,0.9230769230769231
age,adolescent,eighty-year-old,1.0
age,adolescent,elderly,1.0
age,adolescent,fifty-five-year-old,1.0
age,adolescent,fifty-something,0.9615384615384616
age,adolescent,fifty-year-old,1.0
age,adolescent,forty-five-year-old,1.0
age,adolescent,forty-something,1.0
age,adolescent,forty-year-old,1.0
age,adolescent,in a midlife crisis,1.0
age,adolescent,middle-aged,1.0
age,adolescent,ninety-five-year-old,0.9230769230769231
age,adolescent,ninety-something,1.0
age,adolescent,ninety-year-old,0.5384615384615384
age,adolescent,nonagenarian,0.9615384615384616
age,adolescent,octogenarian,0.9230769230769231
age,adolescent,old,1.0
age,adolescent,older,1.0
age,adolescent,retired,1.0
age,adolescent,senior,1.0
age,adolescent,senior-citizen,0.46153846153846156
age,adolescent,seventy-five-year-old,1.0
age,adolescent,seventy-something,0.9615384615384616
age,adolescent,seventy-year-old,1.0
age,adolescent,sixty-five-year-old,1.0
age,adolescent,sixty-something,1.0
age,adolescent,sixty-year-old,1.0
age,adolescent,spry,0.9230769230769231
age,adolescent,teen,1.0
age,adolescent,teenage,1.0
age,adolescent,teenaged,1.0
age,adolescent,thirty-five-year-old,1.0
age,adolescent,thirty-something,1.0
age,adolescent,thirty-year-old,1.0
age,adolescent,twenty-five-year-old,1.0
age,adolescent,twenty-something,1.0
age,adolescent,twenty-year-old,1.0
age,adolescent,young,1.0
age,adolescent,young-at-heart,1.0
age,adolescent,younger,1.0
age,adult,centenarian,0.8846153846153846
age,adult,eighty-five-year-old,1.0
age,adult,eighty-something,0.6153846153846154
age,adult,eighty-year-old,0.8846153846153846
age,adult,elderly,0.07692307692307693
age,adult,fifty-five-year-old,0.9615384615384616
age,adult,fifty-something,0.38461538461538464
age,adult,fifty-year-old,0.9615384615384616
age,adult,forty-five-year-old,1.0
age,adult,forty-something,0.2692307692307692
age,adult,forty-year-old,0.9230769230769231
age,adult,in a midlife crisis,0.8076923076923077
age,adult,middle-aged,0.9615384615384616
age,adult,ninety-five-year-old,0.8846153846153846
age,adult,ninety-something,1.0
age,adult,ninety-year-old,0.9230769230769231
age,adult,nonagenarian,0.7307692307692307
age,adult,octogenarian,0.8076923076923077
age,adult,old,0.5769230769230769
age,adult,older,0.5769230769230769
age,adult,retired,0.2692307692307692
age,adult,senior,0.5769230769230769
age,adult,senior-citizen,0.8461538461538461
age,adult,seventy-five-year-old,0.9615384615384616
age,adult,seventy-something,0.7307692307692307
age,adult,seventy-year-old,0.8846153846153846
age,adult,sixty-five-year-old,0.9615384615384616
age,adult,sixty-something,0.7692307692307693
age,adult,sixty-year-old,0.8461538461538461
age,adult,spry,0.8846153846153846
age,adult,teen,0.19230769230769232
age,adult,teenage,0.19230769230769232
age,adult,teenaged,0.34615384615384615
age,adult,thirty-five-year-old,0.9615384615384616
age,adult,thirty-something,0.3076923076923077
age,adult,thirty-year-old,0.8846153846153846
age,adult,twenty-five-year-old,1.0
age,adult,twenty-something,0.3076923076923077
age,adult,twenty-year-old,0.8461538461538461
age,adult,young,0.38461538461538464
age,adult,young-at-heart,0.38461538461538464
age,adult,younger,0.23076923076923078
age,centenarian,eighty-five-year-old,1.0
age,centenarian,eighty-something,0.5384615384615384
age,centenarian,eighty-year-old,1.0
age,centenarian,elderly,0.8076923076923077
age,centenarian,fifty-five-year-old,1.0
age,centenarian,fifty-something,0.8461538461538461
age,centenarian,fifty-year-old,1.0
age,centenarian,forty-five-year-old,1.0
age,centenarian,forty-something,0.8461538461538461
age,centenarian,forty-year-old,1.0
age,centenarian,in a midlife crisis,1.0
age,centenarian,middle-aged,1.0
age,centenarian,ninety-five-year-old,0.5384615384615384
age,centenarian,ninety-something,1.0
age,centenarian,ninety-year-old,1.0
age,centenarian,nonagenarian,0.5
age,centenarian,octogenarian,0.7692307692307693
age,centenarian,old,0.9230769230769231
age,centenarian,older,0.9230769230769231
age,centenarian,retired,0.7307692307692307
age,centenarian,senior,0.38461538461538464
age,centenarian,senior-citizen,0.8461538461538461
age,centenarian,seventy-five-year-old,1.0
age,centenarian,seventy-something,0.5
age,centenarian,seventy-year-old,1.0
age,centenarian,sixty-five-year-old,1.0
age,centenarian,sixty-something,0.23076923076923078
age,centenarian,sixty-year-old,1.0
age,centenarian,spry,0.38461538461538464
age,centenarian,teen,0.6538461538461539
age,centenarian,teenage,0.8461538461538461
age,centenarian,teenaged,0.8846153846153846
age,centenarian,thirty-five-year-old,1.0
age,centenarian,thirty-something,0.9230769230769231
age,centenarian,thirty-year-old,1.0
age,centenarian,twenty-five-year-old,1.0
age,centenarian,twenty-something,0.9615384615384616
age,centenarian,twenty-year-old,1.0
age,centenarian,young,0.9230769230769231
age,centenarian,young-at-heart,0.9615384615384616
age,centenarian,younger,0.8846153846153846
age,eighty-five-year-old,eighty-something,1.0
age,eighty-five-year-old,eighty-year-old,0.6153846153846154
age,eighty-five-year-old,elderly,1.0
age,eighty-five-year-old,fifty-five-year-old,0.2692307692307692
age,eighty-five-year-old,fifty-something,1.0
age,eighty-five-year-old,fifty-year-old,0.6153846153846154
age,eighty-five-year-old,forty-five-year-old,0.15384615384615385
age,eighty-five-year-old,forty-something,1.0
age,eighty-five-year-old,forty-year-old,0.6923076923076923
age,eighty-five-year-old,in a midlife crisis,0.8461538461538461
age,eighty-five-year-old,middle-aged,0.8846153846153846
age,eighty-five-year-old,ninety-five-year-old,1.0
age,eighty-five-year-old,ninety-something,1.0
age,eighty-five-year-old,ninety-year-old,1.0
age,eighty-five-year-old,nonagenarian,1.0
age,eighty-five-year-old,octogenarian,1.0
age,eighty-five-year-old,old,0.9230769230769231
age,eighty-five-year-old,older,0.9230769230769231
age,eighty-five-year-old,retired,0.9615384615384616
age,eighty-five-year-old,senior,1.0
age,eighty-five-year-old,senior-citizen,1.0
age,eighty-five-year-old,seventy-five-year-old,0.038461538461538464
age,eighty-five-year-old,seventy-something,1.0
age,eighty-five-year-old,seventy-year-old,0.9230769230769231
age,eighty-five-year-old,sixty-five-year-old,0.34615384615384615
age,eighty-five-year-old,sixty-something,1.0
age,eighty-five-year-old,sixty-year-old,1.0
age,eighty-five-year-old,spry,1.0
age,eighty-five-year-old,teen,1.0
age,eighty-five-year-old,teenage,0.9615384615384616
age,eighty-five-year-old,teenaged,0.9615384615384616
age,eighty-five-year-old,thirty-five-year-old,0.038461538461538464
age,eighty-five-year-old,thirty-something,1.0
age,eighty-five-year-old,thirty-year-old,0.6923076923076923
age,eighty-five-year-old,twenty-five-year-old,0.4230769230769231
age,eighty-five-year-old,twenty-something,1.0
age,eighty-five-year-old,twenty-year-old,0.9615384615384616
age,eighty-five-year-old,young,0.9230769230769231
age,eighty-five-year-old,young-at-heart,1.0
age,eighty-five-year-old,younger,0.9615384615384616
age,eighty-something,eighty-year-old,1.0
age,eighty-something,elderly,0.38461538461538464
age,eighty-something,fifty-five-year-old,1.0
age,eighty-something,fifty-something,0.38461538461538464
age,eighty-something,fifty-year-old,1.0
age,eighty-something,forty-five-year-old,1.0
age,eighty-something,forty-something,0.6538461538461539
age,eighty-something,forty-year-old,1.0
age,eighty-something,in a midlife crisis,0.9615384615384616
age,eighty-something,middle-aged,1.0
age,eighty-something,ninety-five-year-old,0.7307692307692307
age,eighty-something,ninety-something,1.0
age,eighty-something,ninety-year-old,0.9230769230769231
age,eighty-something,nonagenarian,0.8076923076923077
age,eighty-something,octogenarian,0.8076923076923077
age,eighty-something,old,0.8846153846153846
age,eighty-something,older,0.8846153846153846
age,eighty-something,retired,0.5769230769230769
age,eighty-something,senior,0.4230769230769231
age,eighty-something,senior-citizen,0.7692307692307693
age,eighty-something,seventy-five-year-old,1.0
age,eighty-something,seventy-something,0.19230769230769232
age,eighty-something,seventy-year-old,1.0
age,eighty-something,sixty-five-year-old,1.0
age,eighty-something,sixty-something,0.34615384615384615
age,eighty-something,sixty-year-old,1.0
age,eighty-something,spry,0.8076923076923077
age,eighty-something,teen,0.4230769230769231
age,eighty-something,teenage,0.5769230769230769
age,eighty-something,teenaged,0.46153846153846156
age,eighty-something,thirty-five-year-old,1.0
age,eighty-something,thirty-something,0.9615384615384616
age,eighty-something,thirty-year-old,1.0
age,eighty-something,twenty-five-year-old,1.0
age,eighty-something,twenty-something,1.0
age,eighty-something,twenty-year-old,1.0
age,eighty-something,young,0.8846153846153846
age,eighty-something,young-at-heart,0.6153846153846154
age,eighty-something,younger,0.5769230769230769
age,eighty-year-old,elderly,0.8846153846153846
age,eighty-year-old,fifty-five-year-old,0.38461538461538464
age,eighty-year-old,fifty-something,1.0
age,eighty-year-old,fifty-year-old,0.11538461538461539
age,eighty-year-old,forty-five-year-old,0.6923076923076923
age,eighty-year-old,forty-something,1.0
age,eighty-year-old,forty-year-old,0.038461538461538464
age,eighty-year-old,in a midlife crisis,0.8076923076923077
age,eighty-year-old,middle-aged,0.5
age,eighty-year-old,ninety-five-year-old,1.0
age,eighty-year-old,ninety-something,1.0
age,eighty-year-old,ninety-year-old,1.0
age,eighty-year-old,nonagenarian,0.9230769230769231
age,eighty-year-old,octogenarian,1.0
age,eighty-year-old,old,0.7692307692307693
age,eighty-year-old,older,0.7307692307692307
age,eighty-year-old,retired,0.8461538461538461
age,eighty-year-old,senior,1.0
age,eighty-year-old,senior-citizen,1.0
age,eighty-year-old,seventy-five-year-old,0.5384615384615384
age,eighty-year-old,seventy-something,1.0
age,eighty-year-old,seventy-year-old,0.07692307692307693
age,eighty-year-old,sixty-five-year-old,0.38461538461538464
age,eighty-year-old,sixty-something,1.0
age,eighty-year-old,sixty-year-old,0.6538461538461539
age,eighty-year-old,spry,1.0
age,eighty-year-old,teen,0.8461538461538461
age,eighty-year-old,teenage,0.8461538461538461
age,eighty-year-old,teenaged,0.8461538461538461
age,eighty-year-old,thirty-five-year-old,0.5384615384615384
age,eighty-year-old,thirty-something,1.0
age,eighty-year-old,thirty-year-old,0.11538461538461539
age,eighty-year-old,twenty-five-year-old,0.9615384615384616
age,eighty-year-old,twenty-something,0.9615384615384616
age,eighty-year-old,twenty-year-old,0.4230769230769231
age,eighty-year-old,young,0.7307692307692307
age,eighty-year-old,young-at-heart,0.8846153846153846
age,eighty-year-old,younger,0.8461538461538461
age,elderly,fifty-five-year-old,0.9615384615384616
age,elderly,fifty-something,0.2692307692307692
age,elderly,fifty-year-old,1.0
age,elderly,forty-five-year-old,1.0
age,elderly,forty-something,0.34615384615384615
age,elderly,forty-year-old,0.9230769230769231
age,elderly,in a midlife crisis,0.8846153846153846
age,elderly,middle-aged,1.0
age,elderly,ninety-five-year-old,0.7692307692307693
age,elderly,ninety-something,1.0
age,elderly,ninety-year-old,0.9615384615384616
age,elderly,nonagenarian,0.6923076923076923
age,elderly,octogenarian,0.7307692307692307
age,elderly,old,0.5769230769230769
age,elderly,older,0.5769230769230769
age,elderly,retired,0.19230769230769232
age,elderly,senior,0.5769230769230769
age,elderly,senior-citizen,0.8846153846153846
age,elderly,seventy-five-year-old,0.9615384615384616
age,elderly,seventy-something,0.6153846153846154
age,elderly,seventy-year-old,0.8846153846153846
age,elderly,sixty-five-year-old,0.9615384615384616
age,elderly,sixty-something,0.6153846153846154
age,elderly,sixty-year-old,0.8846153846153846
age,elderly,spry,0.8461538461538461
age,elderly,teen,0.07692307692307693
age,elderly,teenage,0.19230769230769232
age,elderly,teenaged,0.34615384615384615
age,elderly,thirty-five-year-old,0.9615384615384616
age,elderly,thirty-something,0.38461538461538464
age,elderly,thirty-year-old,0.9230769230769231
age,elderly,twenty-five-year-old,1.0
age,elderly,twenty-something,0.5
age,elderly,twenty-year-old,0.8461538461538461
age,elderly,young,0.3076923076923077
age,elderly,young-at-heart,0.34615384615384615
age,elderly,younger,0.15384615384615385
age,fifty-five-year-old,fifty-something,1.0
age,fifty-five-year-old,fifty-year-old,0.23076923076923078
age,fifty-five-year-old,forty-five-year-old,0.5384615384615384
age,fifty-five-year-old,forty-something,0.9615384615384616
age,fifty-five-year-old,forty-year-old,0.38461538461538464
age,fifty-five-year-old,in a midlife crisis,0.8461538461538461
age,fifty-five-year-old,middle-aged,0.8076923076923077
age,fifty-five-year-old,ninety-five-year-old,1.0
age,fifty-five-year-old,ninety-something,1.0
age,fifty-five-year-old,ninety-year-old,1.0
age,fifty-five-year-old,nonagenarian,1.0
age,fifty-five-year-old,octogenarian,1.0
age,fifty-five-year-old,old,0.9615384615384616
age,fifty-five-year-old,older,0.8846153846153846
age,fifty-five-year-old,retired,0.9615384615384616
age,fifty-five-year-old,senior,1.0
age,fifty-five-year-old,senior-citizen,1.0
age,fifty-five-year-old,seventy-five-year-old,0.07692307692307693
age,fifty-five-year-old,seventy-something,1.0
age,fifty-five-year-old,seventy-year-old,0.5384615384615384
age,fifty-five-year-old,sixty-five-year-old,0.11538461538461539
age,fifty-five-year-old,sixty-something,1.0
age,fifty-five-year-old,sixty-year-old,0.9230769230769231
age,fifty-five-year-old,spry,1.0
age,fifty-five-year-old,teen,1.0
age,fifty-five-year-old,teenage,0.9615384615384616
age,fifty-five-year-old,teenaged,1.0
age,fifty-five-year-old,thirty-five-year-old,0.07692307692307693
age,fifty-five-year-old,thirty-something,0.9615384615384616
age,fifty-five-year-old,thirty-year-old,0.4230769230769231
age,fifty-five-year-old,twenty-five-year-old,0.7692307692307693
age,fifty-five-year-old,twenty-something,0.9615384615384616
age,fifty-five-year-old,twenty-year-old,0.8076923076923077
age,fifty-five-year-old,young,0.8846153846153846
age,fifty-five-year-old,young-at-heart,1.0
age,fifty-five-year-old,younger,0.9230769230769231
age,fifty-something,fifty-year-old,1.0
age,fifty-something,forty-five-year-old,1.0
age,fifty-something,forty-something,0.038461538461538464
age,fifty-something,forty-year-old,1.0
age,fifty-something,in a midlife crisis,0.7692307692307693
age,fifty-something,middle-aged,1.0
age,fifty-something,ninety-five-year-old,0.8461538461538461
age,fifty-something,ninety-something,1.0
age,fifty-something,ninety-year-old,1.0
age,fifty-something,nonagenarian,0.8461538461538461
age,fifty-something,octogenarian,0.7692307692307693
age,fifty-something,old,0.6923076923076923
age,fifty-something,older,0.5769230769230769
age,fifty-something,retired,0.38461538461538464
age,fifty-something,senior,0.6538461538461539
age,fifty-something,senior-citizen,0.8846153846153846
age,fifty-something,seventy-five-year-old,1.0
age,fifty-something,seventy-something,0.46153846153846156
age,fifty-something,seventy-year-old,1.0
age,fifty-something,sixty-five-year-old,1.0
age,fifty-something,sixty-something,0.6923076923076923
age,fifty-something,sixty-year-old,1.0
age,fifty-something,spry,0.9230769230769231
age,fifty-something,teen,0.46153846153846156
age,fifty-something,teenage,0.23076923076923078
age,fifty-something,teenaged,0.3076923076923077
age,fifty-something,thirty-five-year-old,1.0
age,fifty-something,thirty-something,0.19230769230769232
age,fifty-something,thirty-year-old,1.0
age,fifty-something,twenty-five-year-old,1.0
age,fifty-something,twenty-something,0.7307692307692307
age,fifty-something,twenty-year-old,1.0
age,fifty-something,young,0.5384615384615384
age,fifty-something,young-at-heart,0.5384615384615384
age,fifty-something,younger,0.2692307692307692
age,fifty-year-old,forty-five-year-old,0.6538461538461539
age,fifty-year-old,forty-something,1.0
age,fifty-year-old,forty-year-old,0.11538461538461539
age,fifty-year-old,in a midlife crisis,0.8461538461538461
age,fifty-year-old,middle-aged,0.6153846153846154
age,fifty-year-old,ninety-five-year-old,1.0
age,fifty-year-old,ninety-something,1.0
age,fifty-year-old,ninety-year-old,1.0
age,fifty-year-old,nonagenarian,1.0
age,fifty-year-old,octogenarian,1.0
age,fifty-year-old,old,0.8846153846153846
age,fifty-year-old,older,0.8461538461538461
age,fifty-year-old,retired,0.9230769230769231
age,fifty-year-old,senior,1.0
age,fifty-year-old,senior-citizen,1.0
age,fifty-year-old,seventy-five-year-old,0.46153846153846156
age,fifty-year-old,seventy-something,1.0
age,fifty-year-old,seventy-year-old,0.3076923076923077
age,fifty-year-old,sixty-five-year-old,0.34615384615384615
age,fifty-year-old,sixty-something,1.0
age,fifty-year-old,sixty-year-old,0.7692307692307693
age,fifty-year-old,spry,1.0
age,fifty-year-old,teen,0.9615384615384616
age,fifty-year-old,teenage,0.9615384615384616
age,fifty-year-old,teenaged,0.9615384615384616
age,fifty-year-old,thirty-five-year-old,0.38461538461538464
age,fifty-year-old,thirty-something,1.0
age,fifty-year-old,thirty-year-old,0.15384615384615385
age,fifty-year-old,twenty-five-year-old,0.8461538461538461
age,fifty-year-old,twenty-something,1.0
age,fifty-year-old,twenty-year-old,0.5769230769230769
age,fifty-year-old,young,0.8461538461538461
age,fifty-year-old,young-at-heart,1.0
age,fifty-year-old,younger,0.9230769230769231
age,forty-five-year-old,forty-something,1.0
age,forty-five-year-old,forty-year-old,0.8461538461538461
age,forty-five-year-old,in a midlife crisis,0.8846153846153846
age,forty-five-year-old,middle-aged,0.9615384615384616
age,forty-five-year-old,ninety-five-year-old,1.0
age,forty-five-year-old,ninety-something,1.0
age,forty-five-year-old,ninety-year-old,1.0
age,forty-five-year-old,nonagenarian,1.0
age,forty-five-year-old,octogenarian,1.0
age,forty-five-year-old,old,0.9615384615384616
age,forty-five-year-old,older,0.9615384615384616
age,forty-five-year-old,retired,0.9615384615384616
age,forty-five-year-old,senior,1.0
age,forty-five-year-old,senior-citizen,1.0
age,forty-five-year-old,seventy-five-year-old,0.11538461538461539
age,forty-five-year-old,seventy-something,1.0
age,forty-five-year-old,seventy-year-old,0.9615384615384616
age,forty-five-year-old,sixty-five-year-old,0.5
age,forty-five-year-old,sixty-something,1.0
age,forty-five-year-old,sixty-year-old,1.0
age,forty-five-year-old,spry,1.0
age,forty-five-year-old,teen,1.0
age,forty-five-year-old,teenage,1.0
age,forty-five-year-old,teenaged,1.0
age,forty-five-year-old,thirty-five-year-old,0.23076923076923078
age,forty-five-year-old,thirty-something,1.0
age,forty-five-year-old,thirty-year-old,0.8076923076923077
age,forty-five-year-old,twenty-five-year-old,0.2692307692307692
age,forty-five-year-old,twenty-something,1.0
age,forty-five-year-old,twenty-year-old,1.0
age,forty-five-year-old,young,0.9230769230769231
age,forty-five-year-old,young-at-heart,1.0
age,forty-five-year-old,younger,0.9615384615384616
age,forty-something,forty-year-old,1.0
age,forty-something,in a midlife crisis,0.8461538461538461
age,forty-something,middle-aged,1.0
age,forty-something,ninety-five-year-old,0.8076923076923077
age,forty-something,ninety-something,1.0
age,forty-something,ninety-year-old,1.0
age,forty-something,nonagenarian,0.8846153846153846
age,forty-something,octogenarian,0.8461538461538461
age,forty-something,old,0.6538461538461539
age,forty-something,older,0.6153846153846154
age,forty-something,retired,0.34615384615384615
age,forty-something,senior,0.7307692307692307
age,forty-something,senior-citizen,0.9230769230769231
age,forty-something,seventy-five-year-old,1.0
age,forty-something,seventy-something,0.5384615384615384
age,forty-something,seventy-year-old,0.9615384615384616
age,forty-something,sixty-five-year-old,0.9615384615384616
age,forty-something,sixty-something,0.8076923076923077
age,forty-something,sixty-year-old,0.9615384615384616
age,forty-something,spry,0.8846153846153846
age,forty-something,teen,0.4230769230769231
age,forty-something,teenage,0.2692307692307692
age,forty-something,teenaged,0.34615384615384615
age,forty-something,thirty-five-year-old,1.0
age,forty-something,thirty-something,0.11538461538461539
age,forty-something,thirty-year-old,1.0
age,forty-something,twenty-five-year-old,1.0
age,forty-something,twenty-something,0.6153846153846154
age,forty-something,twenty-year-old,0.9615384615384616
age,forty-something,young,0.5
age,forty-something,young-at-heart,0.5
age,forty-something,younger,0.2692307692307692
age,forty-year-old,in a midlife crisis,0.7307692307692307
age,forty-year-old,middle-aged,0.5384615384615384
age,forty-year-old,ninety-five-year-old,1.0
age,forty-year-old,ninety-something,1.0
age,forty-year-old,ninety-year-old,1.0
age,forty-year-old,nonagenarian,0.9615384615384616
age,forty-year-old,octogenarian,1.0
age,forty-year-old,old,0.7692307692307693
age,forty-year-old,older,0.7307692307692307
age,forty-year-old,retired,0.9230769230769231
age,forty-year-old,senior,1.0
age,forty-year-old,senior-citizen,1.0
age,forty-year-old,seventy-five-year-old,0.6538461538461539
age,forty-year-old,seventy-something,1.0
age,forty-year-old,seventy-year-old,0.038461538461538464
age,forty-year-old,sixty-five-year-old,0.34615384615384615
age,forty-year-old,sixty-something,1.0
age,forty-year-old,sixty-year-old,0.46153846153846156
age,forty-year-old,spry,1.0
age,forty-year-old,teen,0.8846153846153846
age,forty-year-old,teenage,0.8076923076923077
age,forty-year-old,teenaged,0.8461538461538461
age,forty-year-old,thirty-five-year-old,0.7307692307692307
age,forty-year-old,thirty-something,1.0
age,forty-year-old,thirty-year-old,0.038461538461538464
age,forty-year-old,twenty-five-year-old,1.0
age,forty-year-old,twenty-something,1.0
age,forty-year-old,twenty-year-old,0.19230769230769232
age,forty-year-old,young,0.7307692307692307
age,forty-year-old,young-at-heart,0.9230769230769231
age,forty-year-old,younger,0.8461538461538461
age,in a midlife crisis,middle-aged,0.3076923076923077
age,in a midlife crisis,ninety-five-year-old,1.0
age,in a midlife crisis,ninety-something,1.0
age,in a midlife crisis,ninety-year-old,1.0
age,in a midlife crisis,nonagenarian,1.0
age,in a midlife crisis,octogenarian,1.0
age,in a midlife crisis,old,0.6153846153846154
age,in a midlife crisis,older,0.6153846153846154
