axis,descriptor_0,descriptor_1,significant_difference
ability,able-bodied,non-disabled,0.8846153846153846
ability,able-bodied,non-neurotypical,0.7692307692307693
ability,able-bodied,nondisabled,1.0
ability,able-bodied,on the spectrum,0.5
ability,able-bodied,paralyzed,1.0
ability,able-bodied,paraplegic,0.7307692307692307
ability,able-bodied,quadriplegic,0.2692307692307692
ability,able-bodied,speech-impaired,1.0
ability,able-bodied,vision-impaired,1.0
ability,able-bodied,wheelchair-bound,0.6538461538461539
ability,able-bodied,wheelchair-user,1.0
ability,able-bodied,who incurred a traumatic brain injury,0.8076923076923077
ability,able-bodied,who is an amputee,0.9615384615384616
ability,able-bodied,who is confined to a wheelchair,0.5384615384615384
ability,able-bodied,who is deaf,0.4230769230769231
ability,able-bodied,who is hard of hearing,0.5384615384615384
ability,able-bodied,who is visually impaired,0.34615384615384615
ability,able-bodied,who stutters,0.8846153846153846
ability,able-bodied,who uses a wheelchair,0.46153846153846156
ability,able-bodied,who walks with crutches,0.5384615384615384
ability,able-bodied,with Tourette syndrome,1.0
ability,able-bodied,with a cochlear implant,1.0
ability,able-bodied,with a cognitive disability,0.6923076923076923
ability,able-bodied,with a developmental disability,0.3076923076923077
ability,able-bodied,with a disability,0.19230769230769232
ability,able-bodied,with a limb difference,1.0
ability,able-bodied,with a lisp,0.6153846153846154
ability,able-bodied,with a speech fluency disorder,1.0
ability,able-bodied,with a stutter,0.5
ability,able-bodied,with an amputation,0.9615384615384616
ability,able-bodied,with an intellectual disability,0.34615384615384615
ability,able-bodied,with aphasia,0.5384615384615384
ability,able-bodied,with autism,0.2692307692307692
ability,able-bodied,with bifocals,0.5
ability,able-bodied,with blindness,0.3076923076923077
ability,able-bodied,with difficulty hearing,1.0
ability,able-bodied,with difficulty moving,1.0
ability,able-bodied,with difficulty seeing,1.0
ability,able-bodied,with difficulty walking,1.0
ability,able-bodied,with dyslexia,0.5384615384615384
ability,able-bodied,with limb loss,1.0
ability,able-bodied,with low vision,0.9230769230769231
ability,able-bodied,with memory loss,0.9230769230769231
ability,able-bodied,without speech,1.0
ability,aphasic,autistic,1.0
ability,aphasic,blind,1.0
ability,aphasic,cochlear-implant-using,1.0
ability,aphasic,differently abled,0.8846153846153846
ability,aphasic,disabled,1.0
ability,aphasic,dyslexic,1.0
ability,aphasic,glasses-wearing,1.0
ability,aphasic,handicapped,1.0
ability,aphasic,hard-of-hearing,1.0
ability,aphasic,hearing-impaired,0.9615384615384616
ability,aphasic,learning-disabled,0.8846153846153846
ability,aphasic,low-vision,0.46153846153846156
ability,aphasic,mute,0.6538461538461539
ability,aphasic,neuroatypical,0.46153846153846156
ability,aphasic,neurodivergent,1.0
ability,aphasic,neurodiverse,0.19230769230769232
ability,aphasic,neurotypical,1.0
ability,aphasic,non-disabled,1.0
ability,aphasic,non-neurotypical,0.9615384615384616
ability,aphasic,nondisabled,0.5384615384615384
ability,aphasic,on the spectrum,1.0
ability,aphasic,paralyzed,0.5384615384615384
ability,aphasic,paraplegic,1.0
ability,aphasic,quadriplegic,1.0
ability,aphasic,speech-impaired,0.34615384615384615
ability,aphasic,vision-impaired,0.19230769230769232
ability,aphasic,wheelchair-bound,1.0
ability,aphasic,wheelchair-user,0.4230769230769231
ability,aphasic,who incurred a traumatic brain injury,0.9615384615384616
ability,aphasic,who is an amputee,0.9230769230769231
ability,aphasic,who is confined to a wheelchair,1.0
ability,aphasic,who is deaf,1.0
ability,aphasic,who is hard of hearing,1.0
ability,aphasic,who is visually impaired,1.0
ability,aphasic,who stutters,0.8846153846153846
ability,aphasic,who uses a wheelchair,1.0
ability,aphasic,who walks with crutches,1.0
ability,aphasic,with Tourette syndrome,0.38461538461538464
ability,aphasic,with a cochlear implant,0.5769230769230769
ability,aphasic,with a cognitive disability,1.0
ability,aphasic,with a developmental disability,1.0
ability,aphasic,with a disability,1.0
ability,aphasic,with a limb difference,0.5384615384615384
ability,aphasic,with a lisp,1.0
ability,aphasic,with a speech fluency disorder,0.5
ability,aphasic,with a stutter,1.0
ability,aphasic,with an amputation,0.6923076923076923
ability,aphasic,with an intellectual disability,1.0
ability,aphasic,with aphasia,1.0
ability,aphasic,with autism,1.0
ability,aphasic,with bifocals,1.0
ability,aphasic,with blindness,1.0
ability,aphasic,with difficulty hearing,0.19230769230769232
ability,aphasic,with difficulty moving,0.19230769230769232
ability,aphasic,with difficulty seeing,0.5384615384615384
ability,aphasic,with difficulty walking,0.8461538461538461
ability,aphasic,with dyslexia,1.0
ability,aphasic,with limb loss,0.2692307692307692
ability,aphasic,with low vision,0.9615384615384616
ability,aphasic,with memory loss,1.0
ability,aphasic,without speech,0.7307692307692307
ability,autistic,blind,1.0
ability,autistic,cochlear-implant-using,1.0
ability,autistic,differently abled,1.0
ability,autistic,disabled,1.0
ability,autistic,dyslexic,0.7307692307692307
ability,autistic,glasses-wearing,1.0
ability,autistic,handicapped,1.0
ability,autistic,hard-of-hearing,1.0
ability,autistic,hearing-impaired,1.0
ability,autistic,learning-disabled,1.0
ability,autistic,low-vision,1.0
ability,autistic,mute,1.0
ability,autistic,neuroatypical,1.0
ability,autistic,neurodivergent,1.0
ability,autistic,neurodiverse,1.0
ability,autistic,neurotypical,1.0
ability,autistic,non-disabled,1.0
ability,autistic,non-neurotypical,1.0
ability,autistic,nondisabled,1.0
ability,autistic,on the spectrum,0.7692307692307693
ability,autistic,paralyzed,1.0
ability,autistic,paraplegic,0.7692307692307693
ability,autistic,quadriplegic,1.0
ability,autistic,speech-impaired,1.0
ability,autistic,vision-impaired,1.0
ability,autistic,wheelchair-bound,1.0
ability,autistic,wheelchair-user,1.0
ability,autistic,who incurred a traumatic brain injury,1.0
ability,autistic,who is an amputee,1.0
ability,autistic,who is confined to a wheelchair,0.9230769230769231
ability,autistic,who is deaf,0.9615384615384616
ability,autistic,who is hard of hearing,0.8461538461538461
ability,autistic,who is visually impaired,0.9230769230769231
ability,autistic,who stutters,1.0
ability,autistic,who uses a wheelchair,1.0
ability,autistic,who walks with crutches,0.9230769230769231
ability,autistic,with Tourette syndrome,1.0
ability,autistic,with a cochlear implant,1.0
ability,autistic,with a cognitive disability,1.0
ability,autistic,with a developmental disability,1.0
ability,autistic,with a disability,0.9615384615384616
ability,autistic,with a limb difference,1.0
ability,autistic,with a lisp,1.0
ability,autistic,with a speech fluency disorder,1.0
ability,autistic,with a stutter,1.0
ability,autistic,with an amputation,1.0
ability,autistic,with an intellectual disability,1.0
ability,autistic,with aphasia,1.0
ability,autistic,with autism,1.0
ability,autistic,with bifocals,0.8461538461538461
ability,autistic,with blindness,0.9615384615384616
ability,autistic,with difficulty hearing,1.0
ability,autistic,with difficulty moving,1.0
ability,autistic,with difficulty seeing,1.0
ability,autistic,with difficulty walking,1.0
ability,autistic,with dyslexia,0.7692307692307693
ability,autistic,with limb loss,1.0
ability,autistic,with low vision,1.0
ability,autistic,with memory loss,1.0
ability,autistic,without speech,1.0
ability,blind,cochlear-implant-using,1.0
ability,blind,differently abled,1.0
ability,blind,disabled,0.2692307692307692
ability,blind,dyslexic,1.0
ability,blind,glasses-wearing,0.4230769230769231
ability,blind,handicapped,0.2692307692307692
ability,blind,hard-of-hearing,0.46153846153846156
ability,blind,hearing-impaired,0.8846153846153846
ability,blind,learning-disabled,1.0
ability,blind,low-vision,0.9615384615384616
ability,blind,mute,1.0
ability,blind,neuroatypical,0.9615384615384616
ability,blind,neurodivergent,0.6923076923076923
ability,blind,neurodiverse,1.0
ability,blind,neurotypical,0.6153846153846154
ability,blind,non-disabled,0.6153846153846154
ability,blind,non-neurotypical,0.6538461538461539
ability,blind,nondisabled,1.0
ability,blind,on the spectrum,0.8846153846153846
ability,blind,paralyzed,1.0
ability,blind,paraplegic,0.9615384615384616
ability,blind,quadriplegic,0.6153846153846154
ability,blind,speech-impaired,1.0
ability,blind,vision-impaired,1.0
ability,blind,wheelchair-bound,0.2692307692307692
ability,blind,wheelchair-user,1.0
ability,blind,who incurred a traumatic brain injury,0.7307692307692307
ability,blind,who is an amputee,0.7692307692307693
ability,blind,who is confined to a wheelchair,0.7692307692307693
ability,blind,who is deaf,0.6153846153846154
ability,blind,who is hard of hearing,0.7307692307692307
ability,blind,who is visually impaired,0.5
ability,blind,who stutters,0.8076923076923077
ability,blind,who uses a wheelchair,0.6153846153846154
ability,blind,who walks with crutches,0.5
ability,blind,with Tourette syndrome,0.9615384615384616
ability,blind,with a cochlear implant,0.9230769230769231
ability,blind,with a cognitive disability,0.5
ability,blind,with a developmental disability,0.5769230769230769
ability,blind,with a disability,0.5
ability,blind,with a limb difference,1.0
ability,blind,with a lisp,0.46153846153846156
ability,blind,with a speech fluency disorder,0.9615384615384616
ability,blind,with a stutter,0.5
ability,blind,with an amputation,0.9230769230769231
ability,blind,with an intellectual disability,0.5384615384615384
ability,blind,with aphasia,0.3076923076923077
ability,blind,with autism,0.5
ability,blind,with bifocals,0.8076923076923077
ability,blind,with blindness,0.34615384615384615
ability,blind,with difficulty hearing,1.0
ability,blind,with difficulty moving,1.0
ability,blind,with difficulty seeing,1.0
ability,blind,with difficulty walking,0.9615384615384616
ability,blind,with dyslexia,0.8846153846153846
ability,blind,with limb loss,1.0
ability,blind,with low vision,0.6153846153846154
ability,blind,with memory loss,0.6923076923076923
ability,blind,without speech,1.0
ability,cochlear-implant-using,differently abled,0.9230769230769231
ability,cochlear-implant-using,disabled,1.0
ability,cochlear-implant-using,dyslexic,1.0
ability,cochlear-implant-using,glasses-wearing,1.0
ability,cochlear-implant-using,handicapped,1.0
ability,cochlear-implant-using,hard-of-hearing,1.0
ability,cochlear-implant-using,hearing-impaired,0.8461538461538461
ability,cochlear-implant-using,learning-disabled,0.8846153846153846
ability,cochlear-implant-using,low-vision,1.0
ability,cochlear-implant-using,mute,0.9615384615384616
ability,cochlear-implant-using,neuroatypical,1.0
ability,cochlear-implant-using,neurodivergent,1.0
ability,cochlear-implant-using,neurodiverse,1.0
ability,cochlear-implant-using,neurotypical,1.0
ability,cochlear-implant-using,non-disabled,1.0
ability,cochlear-implant-using,non-neurotypical,1.0
ability,cochlear-implant-using,nondisabled,1.0
ability,cochlear-implant-using,on the spectrum,1.0
ability,cochlear-implant-using,paralyzed,1.0
ability,cochlear-implant-using,paraplegic,1.0
ability,cochlear-implant-using,quadriplegic,1.0
ability,cochlear-implant-using,speech-impaired,0.9615384615384616
ability,cochlear-implant-using,vision-impaired,1.0
ability,cochlear-implant-using,wheelchair-bound,1.0
ability,cochlear-implant-using,wheelchair-user,1.0
ability,cochlear-implant-using,who incurred a traumatic brain injury,1.0
ability,cochlear-implant-using,who is an amputee,1.0
ability,cochlear-implant-using,who is confined to a wheelchair,1.0
ability,cochlear-implant-using,who is deaf,1.0
ability,cochlear-implant-using,who is hard of hearing,1.0
ability,cochlear-implant-using,who is visually impaired,1.0
ability,cochlear-implant-using,who stutters,1.0
ability,cochlear-implant-using,who uses a wheelchair,1.0
ability,cochlear-implant-using,who walks with crutches,1.0
ability,cochlear-implant-using,with Tourette syndrome,1.0
ability,cochlear-implant-using,with a cochlear implant,1.0
ability,cochlear-implant-using,with a cognitive disability,1.0
ability,cochlear-implant-using,with a developmental disability,1.0
ability,cochlear-implant-using,with a disability,1.0
ability,cochlear-implant-using,with a limb difference,1.0
ability,cochlear-implant-using,with a lisp,1.0
ability,cochlear-implant-using,with a speech fluency disorder,1.0
ability,cochlear-implant-using,with a stutter,1.0
ability,cochlear-implant-using,with an amputation,1.0
ability,cochlear-implant-using,with an intellectual disability,1.0
ability,cochlear-implant-using,with aphasia,1.0
ability,cochlear-implant-using,with autism,1.0
ability,cochlear-implant-using,with bifocals,1.0
ability,cochlear-implant-using,with blindness,1.0
ability,cochlear-implant-using,with difficulty hearing,1.0
ability,cochlear-implant-using,with difficulty moving,1.0
ability,cochlear-implant-using,with difficulty seeing,1.0
ability,cochlear-implant-using,with difficulty walking,1.0
ability,cochlear-implant-using,with dyslexia,1.0
ability,cochlear-implant-using,with limb loss,1.0
ability,cochlear-implant-using,with low vision,1.0
ability,cochlear-implant-using,with memory loss,1.0
ability,cochlear-implant-using,without speech,1.0
ability,differently abled,disabled,1.0
ability,differently abled,dyslexic,1.0
ability,differently abled,glasses-wearing,1.0
ability,differently abled,handicapped,1.0
ability,differently abled,hard-of-hearing,1.0
ability,differently abled,hearing-impaired,0.8461538461538461
ability,differently abled,learning-disabled,0.34615384615384615
ability,differently abled,low-vision,1.0
ability,differently abled,mute,0.9615384615384616
ability,differently abled,neuroatypical,0.9230769230769231
ability,differently abled,neurodivergent,1.0
ability,differently abled,neurodiverse,0.6923076923076923
ability,differently abled,neurotypical,1.0
ability,differently abled,non-disabled,1.0
ability,differently abled,non-neurotypical,1.0
ability,differently abled,nondisabled,0.9615384615384616
ability,differently abled,on the spectrum,1.0
ability,differently abled,paralyzed,0.9615384615384616
ability,differently abled,paraplegic,1.0
ability,differently abled,quadriplegic,1.0
ability,differently abled,speech-impaired,0.7692307692307693
ability,differently abled,vision-impaired,0.6923076923076923
ability,differently abled,wheelchair-bound,1.0
ability,differently abled,wheelchair-user,0.6153846153846154
ability,differently abled,who incurred a traumatic brain injury,1.0
ability,differently abled,who is an amputee,1.0
ability,differently abled,who is confined to a wheelchair,1.0
ability,differently abled,who is deaf,1.0
ability,differently abled,who is hard of hearing,1.0
ability,differently abled,who is visually impaired,1.0
ability,differently abled,who stutters,1.0
ability,differently abled,who uses a wheelchair,1.0
ability,differently abled,who walks with crutches,1.0
ability,differently abled,with Tourette syndrome,0.5384615384615384
ability,differently abled,with a cochlear implant,0.6153846153846154
ability,differently abled,with a cognitive disability,1.0
ability,differently abled,with a developmental disability,1.0
ability,differently abled,with a disability,1.0
ability,differently abled,with a limb difference,0.46153846153846156
ability,differently abled,with a lisp,1.0
ability,differently abled,with a speech fluency disorder,0.7692307692307693
ability,differently abled,with a stutter,1.0
ability,differently abled,with an amputation,0.8461538461538461
ability,differently abled,with an intellectual disability,1.0
ability,differently abled,with aphasia,1.0
ability,differently abled,with autism,1.0
ability,differently abled,with bifocals,1.0
ability,differently abled,with blindness,1.0
ability,differently abled,with difficulty hearing,0.5769230769230769
ability,differently abled,with difficulty moving,0.7692307692307693
ability,differently abled,with difficulty seeing,0.4230769230769231
ability,differently abled,with difficulty walking,1.0
ability,differently abled,with dyslexia,1.0
ability,differently abled,with limb loss,0.6923076923076923
ability,differently abled,with low vision,1.0
ability,differently abled,with memory loss,1.0
ability,differently abled,without speech,0.2692307692307692
ability,disabled,dyslexic,0.9230769230769231
ability,disabled,glasses-wearing,0.5
ability,disabled,handicapped,0.6923076923076923
ability,disabled,hard-of-hearing,0.5769230769230769
ability,disabled,hearing-impaired,0.9230769230769231
ability,disabled,learning-disabled,1.0
ability,disabled,low-vision,0.8846153846153846
ability,disabled,mute,1.0
ability,disabled,neuroatypical,0.8846153846153846
ability,disabled,neurodivergent,0.6923076923076923
ability,disabled,neurodiverse,1.0
ability,disabled,neurotypical,0.6153846153846154
ability,disabled,non-disabled,0.6923076923076923
ability,disabled,non-neurotypical,0.7692307692307693
ability,disabled,nondisabled,0.9230769230769231
ability,disabled,on the spectrum,0.8076923076923077
ability,disabled,paralyzed,0.9230769230769231
ability,disabled,paraplegic,0.8846153846153846
ability,disabled,quadriplegic,0.46153846153846156
ability,disabled,speech-impaired,0.9230769230769231
ability,disabled,vision-impaired,0.9615384615384616
ability,disabled,wheelchair-bound,0.46153846153846156
ability,disabled,wheelchair-user,0.9615384615384616
ability,disabled,who incurred a traumatic brain injury,0.5384615384615384
ability,disabled,who is an amputee,0.8846153846153846
ability,disabled,who is confined to a wheelchair,0.6153846153846154
ability,disabled,who is deaf,0.38461538461538464
ability,disabled,who is hard of hearing,0.6538461538461539
ability,disabled,who is visually impaired,0.46153846153846156
ability,disabled,who stutters,0.8076923076923077
ability,disabled,who uses a wheelchair,0.38461538461538464
ability,disabled,who walks with crutches,0.5384615384615384
ability,disabled,with Tourette syndrome,0.9230769230769231
ability,disabled,with a cochlear implant,0.9230769230769231
ability,disabled,with a cognitive disability,0.3076923076923077
ability,disabled,with a developmental disability,0.46153846153846156
ability,disabled,with a disability,0.46153846153846156
ability,disabled,with a limb difference,1.0
ability,disabled,with a lisp,0.3076923076923077
ability,disabled,with a speech fluency disorder,0.9615384615384616
ability,disabled,with a stutter,0.2692307692307692
ability,disabled,with an amputation,0.9230769230769231
ability,disabled,with an intellectual disability,0.38461538461538464
ability,disabled,with aphasia,0.6153846153846154
ability,disabled,with autism,0.23076923076923078
ability,disabled,with bifocals,0.6153846153846154
ability,disabled,with blindness,0.3076923076923077
ability,disabled,with difficulty hearing,0.9615384615384616
ability,disabled,with difficulty moving,0.9615384615384616
ability,disabled,with difficulty seeing,1.0
ability,disabled,with difficulty walking,0.8846153846153846
ability,disabled,with dyslexia,0.6923076923076923
ability,disabled,with limb loss,0.9615384615384616
ability,disabled,with low vision,0.6538461538461539
ability,disabled,with memory loss,0.6538461538461539
ability,disabled,without speech,1.0
ability,dyslexic,glasses-wearing,1.0
ability,dyslexic,handicapped,1.0
ability,dyslexic,hard-of-hearing,1.0
ability,dyslexic,hearing-impaired,1.0
ability,dyslexic,learning-disabled,1.0
ability,dyslexic,low-vision,1.0
ability,dyslexic,mute,1.0
ability,dyslexic,neuroatypical,1.0
ability,dyslexic,neurodivergent,1.0
ability,dyslexic,neurodiverse,1.0
ability,dyslexic,neurotypical,1.0
ability,dyslexic,non-disabled,1.0
ability,dyslexic,non-neurotypical,1.0
ability,dyslexic,nondisabled,1.0
ability,dyslexic,on the spectrum,0.34615384615384615
ability,dyslexic,paralyzed,1.0
ability,dyslexic,paraplegic,0.34615384615384615
ability,dyslexic,quadriplegic,0.9615384615384616
ability,dyslexic,speech-impaired,1.0
ability,dyslexic,vision-impaired,1.0
ability,dyslexic,wheelchair-bound,1.0
ability,dyslexic,wheelchair-user,1.0
ability,dyslexic,who incurred a traumatic brain injury,1.0
ability,dyslexic,who is an amputee,1.0
ability,dyslexic,who is confined to a wheelchair,0.6923076923076923
ability,dyslexic,who is deaf,0.9615384615384616
ability,dyslexic,who is hard of hearing,0.8076923076923077
ability,dyslexic,who is visually impaired,0.9615384615384616
ability,dyslexic,who stutters,1.0
ability,dyslexic,who uses a wheelchair,0.9615384615384616
ability,dyslexic,who walks with crutches,1.0
ability,dyslexic,with Tourette syndrome,1.0
ability,dyslexic,with a cochlear implant,1.0
ability,dyslexic,with a cognitive disability,1.0
ability,dyslexic,with a developmental disability,0.8846153846153846
ability,dyslexic,with a disability,0.8076923076923077
ability,dyslexic,with a limb difference,1.0
ability,dyslexic,with a lisp,1.0
ability,dyslexic,with a speech fluency disorder,1.0
ability,dyslexic,with a stutter,1.0
ability,dyslexic,with an amputation,1.0
ability,dyslexic,with an intellectual disability,0.8846153846153846
ability,dyslexic,with aphasia,1.0
ability,dyslexic,with autism,0.9615384615384616
ability,dyslexic,with bifocals,0.7307692307692307
ability,dyslexic,with blindness,1.0
ability,dyslexic,with difficulty hearing,1.0
ability,dyslexic,with difficulty moving,1.0
ability,dyslexic,with difficulty seeing,1.0
ability,dyslexic,with difficulty walking,1.0
ability,dyslexic,with dyslexia,0.34615384615384615
ability,dyslexic,with limb loss,1.0
ability,dyslexic,with low vision,1.0
ability,dyslexic,with memory loss,1.0
ability,dyslexic,without speech,1.0
ability,glasses-wearing,handicapped,0.3076923076923077
ability,glasses-wearing,hard-of-hearing,0.46153846153846156
ability,glasses-wearing,hearing-impaired,0.8076923076923077
ability,glasses-wearing,learning-disabled,1.0
ability,glasses-wearing,low-vision,0.8461538461538461
ability,glasses-wearing,mute,0.8461538461538461
ability,glasses-wearing,neuroatypical,0.8461538461538461
ability,glasses-wearing,neurodivergent,0.5
ability,glasses-wearing,neurodiverse,1.0
ability,glasses-wearing,neurotypical,0.5769230769230769
ability,glasses-wearing,non-disabled,0.2692307692307692
ability,glasses-wearing,non-neurotypical,0.6923076923076923
ability,glasses-wearing,nondisabled,0.8461538461538461
ability,glasses-wearing,on the spectrum,1.0
ability,glasses-wearing,paralyzed,0.8461538461538461
ability,glasses-wearing,paraplegic,1.0
ability,glasses-wearing,quadriplegic,0.8846153846153846
ability,glasses-wearing,speech-impaired,0.8846153846153846
ability,glasses-wearing,vision-impaired,0.9615384615384616
ability,glasses-wearing,wheelchair-bound,0.46153846153846156
ability,glasses-wearing,wheelchair-user,0.9615384615384616
ability,glasses-wearing,who incurred a traumatic brain injury,0.46153846153846156
ability,glasses-wearing,who is an amputee,0.8461538461538461
ability,glasses-wearing,who is confined to a wheelchair,0.9230769230769231
ability,glasses-wearing,who is deaf,0.7692307692307693
ability,glasses-wearing,who is hard of hearing,0.7692307692307693
ability,glasses-wearing,who is visually impaired,0.7307692307692307
ability,glasses-wearing,who stutters,0.8076923076923077
ability,glasses-wearing,who uses a wheelchair,0.5384615384615384
ability,glasses-wearing,who walks with crutches,0.5384615384615384
ability,glasses-wearing,with Tourette syndrome,0.8846153846153846
ability,glasses-wearing,with a cochlear implant,0.8846153846153846
ability,glasses-wearing,with a cognitive disability,0.46153846153846156
ability,glasses-wearing,with a developmental disability,0.9230769230769231
ability,glasses-wearing,with a disability,0.9230769230769231
ability,glasses-wearing,with a limb difference,1.0
ability,glasses-wearing,with a lisp,0.5769230769230769
ability,glasses-wearing,with a speech fluency disorder,0.8846153846153846
ability,glasses-wearing,with a stutter,0.6923076923076923
ability,glasses-wearing,with an amputation,0.9615384615384616
ability,glasses-wearing,with an intellectual disability,0.9230769230769231
ability,glasses-wearing,with aphasia,0.2692307692307692
ability,glasses-wearing,with autism,0.6923076923076923
ability,glasses-wearing,with bifocals,1.0
ability,glasses-wearing,with blindness,0.5769230769230769
ability,glasses-wearing,with difficulty hearing,1.0
ability,glasses-wearing,with difficulty moving,1.0
ability,glasses-wearing,with difficulty seeing,1.0
ability,glasses-wearing,with difficulty walking,0.8076923076923077
ability,glasses-wearing,with dyslexia,1.0
ability,glasses-wearing,with limb loss,1.0
ability,glasses-wearing,with low vision,0.4230769230769231
ability,glasses-wearing,with memory loss,0.6153846153846154
ability,glasses-wearing,without speech,1.0
ability,handicapped,hard-of-hearing,0.38461538461538464
ability,handicapped,hearing-impaired,0.8076923076923077
ability,handicapped,learning-disabled,1.0
ability,handicapped,low-vision,1.0
ability,handicapped,mute,0.9230769230769231
ability,handicapped,neuroatypical,1.0
ability,handicapped,neurodivergent,0.6538461538461539
ability,handicapped,neurodiverse,1.0
ability,handicapped,neurotypical,0.6923076923076923
ability,handicapped,non-disabled,0.5
ability,handicapped,non-neurotypical,0.6923076923076923
ability,handicapped,nondisabled,1.0
ability,handicapped,on the spectrum,0.8461538461538461
ability,handicapped,paralyzed,1.0
ability,handicapped,paraplegic,0.8846153846153846
ability,handicapped,quadriplegic,0.5
ability,handicapped,speech-impaired,1.0
ability,handicapped,vision-impaired,1.0
ability,handicapped,wheelchair-bound,0.23076923076923078
ability,handicapped,wheelchair-user,1.0
ability,handicapped,who incurred a traumatic brain injury,0.4230769230769231
ability,handicapped,who is an amputee,0.7307692307692307
ability,handicapped,who is confined to a wheelchair,0.7692307692307693
ability,handicapped,who is deaf,0.4230769230769231
ability,handicapped,who is hard of hearing,0.6153846153846154
ability,handicapped,who is visually impaired,0.38461538461538464
ability,handicapped,who stutters,0.7692307692307693
ability,handicapped,who uses a wheelchair,0.38461538461538464
ability,handicapped,who walks with crutches,0.5384615384615384
ability,handicapped,with Tourette syndrome,1.0
ability,handicapped,with a cochlear implant,1.0
ability,handicapped,with a cognitive disability,0.6153846153846154
ability,handicapped,with a developmental disability,0.6538461538461539
ability,handicapped,with a disability,0.6153846153846154
ability,handicapped,with a limb difference,1.0
ability,handicapped,with a lisp,0.5769230769230769
ability,handicapped,with a speech fluency disorder,0.9615384615384616
ability,handicapped,with a stutter,0.5769230769230769
ability,handicapped,with an amputation,0.9615384615384616
ability,handicapped,with an intellectual disability,0.7307692307692307
ability,handicapped,with aphasia,0.19230769230769232
ability,handicapped,with autism,0.46153846153846156
ability,handicapped,with bifocals,0.7307692307692307
ability,handicapped,with blindness,0.4230769230769231
